device_id,heartbeat_ts,mv_in,ma_in
8,2025-05-14 15:51:30.874000 UTC,36000,4199
8,2025-05-14 15:52:00.877000 UTC,36000,4199
8,2025-05-14 15:52:30.874000 UTC,36000,4199
8,2025-05-14 15:53:00.984000 UTC,38000,2200
8,2025-05-14 15:53:30.987000 UTC,36000,4199
8,2025-05-14 15:54:01.001000 UTC,36000,4199
8,2025-05-14 15:54:31.097000 UTC,34000,4300
8,2025-05-14 15:55:01.116000 UTC,34000,4300
8,2025-05-14 15:55:31.109000 UTC,14000,4800
8,2025-05-14 15:56:01.107000 UTC,34000,4300
8,2025-05-14 15:56:31.219000 UTC,34000,4300
8,2025-05-14 15:57:01.217000 UTC,36000,4300
8,2025-05-14 15:57:31.221000 UTC,34000,4300
8,2025-05-14 15:58:01.327000 UTC,34000,4300
8,2025-05-14 15:58:31.333000 UTC,34000,4400
8,2025-05-14 15:59:01.343000 UTC,36000,4300
8,2025-05-14 15:59:31.347000 UTC,34000,4400
8,2025-05-14 16:00:01.447000 UTC,34000,4500
8,2025-05-17 00:11:49.337000 UTC,14000,200
8,2025-05-17 00:12:19.342000 UTC,32000,200
8,2025-05-17 00:12:49.333000 UTC,32000,200
8,2025-05-17 00:13:19.441000 UTC,32000,200
8,2025-05-17 00:13:49.445000 UTC,32000,200
8,2025-05-17 00:14:19.440000 UTC,32000,200
8,2025-05-17 00:14:49.440000 UTC,40000,0
8,2025-05-17 00:15:19.550000 UTC,34000,100
8,2025-05-17 00:15:49.553000 UTC,34000,100
8,2025-05-17 00:16:19.557000 UTC,34000,100
8,2025-05-17 00:16:49.662000 UTC,32000,100
8,2025-05-17 00:17:19.669000 UTC,32000,100
8,2025-05-17 00:17:49.670000 UTC,20000,200
8,2025-05-17 00:18:19.677000 UTC,20000,200
8,2025-05-17 00:18:49.801000 UTC,32000,100
8,2025-05-17 00:19:19.783000 UTC,34000,100
8,2025-05-17 00:19:49.801000 UTC,32000,100
8,2025-05-17 00:20:39.248000 UTC,18000,200
8,2025-05-17 00:21:21.334000 UTC,20000,200
8,2025-05-17 00:21:51.341000 UTC,34000,100
8,2025-05-17 00:22:21.341000 UTC,32000,100
8,2025-05-17 00:22:51.447000 UTC,32000,100
8,2025-05-17 00:23:21.449000 UTC,32000,100
8,2025-05-17 00:23:51.457000 UTC,32000,100
8,2025-05-17 00:24:21.560000 UTC,32000,100
8,2025-05-17 00:24:51.566000 UTC,32000,100
8,2025-05-17 00:25:21.581000 UTC,32000,100
8,2025-05-17 00:25:51.571000 UTC,32000,100
8,2025-05-17 00:26:21.675000 UTC,32000,100
8,2025-05-17 00:26:51.678000 UTC,32000,100
8,2025-05-17 00:27:21.685000 UTC,32000,100
8,2025-05-17 00:27:51.795000 UTC,32000,100
8,2025-05-17 00:28:21.800000 UTC,32000,100
8,2025-05-17 00:28:51.803000 UTC,34000,100
8,2025-05-17 00:29:21.900000 UTC,32000,100
8,2025-05-17 00:29:51.905000 UTC,32000,100
8,2025-05-17 00:30:21.913000 UTC,32000,100
8,2025-05-17 00:30:52.017000 UTC,34000,100
8,2025-05-17 00:31:22.018000 UTC,32000,100
8,2025-05-17 00:31:52.023000 UTC,32000,100
8,2025-05-17 00:32:22.033000 UTC,32000,100
8,2025-05-17 00:32:52.133000 UTC,30000,100
8,2025-05-17 00:33:22.237000 UTC,30000,100
8,2025-05-17 00:33:52.142000 UTC,30000,100
8,2025-05-17 00:34:22.250000 UTC,32000,100
8,2025-05-17 00:34:52.249000 UTC,30000,100
8,2025-05-17 00:35:22.258000 UTC,30000,100
8,2025-05-17 00:35:52.367000 UTC,28000,100
8,2025-05-17 00:36:22.364000 UTC,30000,100
8,2025-05-17 00:36:52.374000 UTC,30000,100
8,2025-05-17 00:37:22.471000 UTC,28000,100
8,2025-05-17 00:37:52.482000 UTC,28000,100
8,2025-05-17 00:38:22.479000 UTC,28000,100
8,2025-05-17 00:38:52.484000 UTC,28000,100
8,2025-05-17 00:39:22.592000 UTC,18000,100
8,2025-05-17 00:39:52.600000 UTC,14000,100
8,2025-05-17 00:40:22.594000 UTC,14000,100
8,2025-05-17 00:40:52.718000 UTC,14000,100
8,2025-05-17 00:41:22.716000 UTC,14000,100
8,2025-05-17 00:41:52.718000 UTC,14000,100
8,2025-05-17 00:42:22.820000 UTC,14000,100
8,2025-05-17 00:42:52.823000 UTC,14000,100
8,2025-05-17 00:43:22.828000 UTC,14000,100
8,2025-05-17 00:43:52.930000 UTC,14000,100
8,2025-05-17 00:44:22.933000 UTC,14000,100
8,2025-05-17 00:44:52.946000 UTC,14000,100
8,2025-05-17 00:45:22.946000 UTC,14000,100
8,2025-05-17 00:45:53.048000 UTC,14000,100
8,2025-05-17 00:46:23.068000 UTC,14000,100
8,2025-05-17 00:46:53.061000 UTC,14000,100
8,2025-05-17 00:47:23.166000 UTC,14000,100
8,2025-05-17 00:47:53.166000 UTC,14000,100
8,2025-05-17 00:48:23.174000 UTC,14000,100
8,2025-05-17 00:48:53.175000 UTC,14000,100
8,2025-05-17 00:49:23.274000 UTC,14000,100
8,2025-05-17 00:49:53.285000 UTC,14000,100
8,2025-05-17 00:50:23.287000 UTC,14000,100
8,2025-05-17 00:50:53.394000 UTC,14000,100
8,2025-05-17 00:51:23.406000 UTC,14000,100
8,2025-05-17 00:51:53.399000 UTC,14000,100
8,2025-05-17 00:52:23.505000 UTC,14000,100
8,2025-05-17 00:52:53.513000 UTC,14000,100
8,2025-05-17 00:53:23.511000 UTC,14000,100
8,2025-05-17 00:53:53.621000 UTC,14000,100
8,2025-05-17 00:54:23.625000 UTC,14000,100
8,2025-05-17 00:54:53.626000 UTC,14000,100
8,2025-05-17 00:55:23.628000 UTC,14000,100
8,2025-05-17 00:55:53.738000 UTC,14000,100
8,2025-05-17 00:56:23.738000 UTC,14000,100
8,2025-05-17 00:56:53.739000 UTC,14000,100
8,2025-05-17 00:57:23.848000 UTC,14000,100
8,2025-05-17 00:57:53.860000 UTC,14000,100
8,2025-05-17 00:58:23.860000 UTC,14000,100
8,2025-05-17 00:58:53.961000 UTC,14000,100
8,2025-05-17 00:59:23.971000 UTC,14000,100
8,2025-05-17 00:59:53.969000 UTC,14000,100
8,2025-05-17 01:00:24.086000 UTC,14000,0
8,2025-05-17 01:00:54.085000 UTC,14000,0
8,2025-05-17 01:01:24.083000 UTC,14000,0
8,2025-05-17 01:01:54.097000 UTC,14000,0
8,2025-05-17 01:02:24.196000 UTC,14000,0
8,2025-05-17 01:02:54.192000 UTC,14000,0
8,2025-05-17 01:03:24.199000 UTC,14000,0
8,2025-05-17 01:03:54.305000 UTC,14000,0
8,2025-05-17 01:04:24.310000 UTC,14000,0
8,2025-05-17 01:04:54.313000 UTC,14000,0
8,2025-05-17 01:05:24.422000 UTC,14000,0
8,2025-05-17 01:05:54.422000 UTC,14000,0
8,2025-05-17 01:06:24.433000 UTC,14000,0
8,2025-05-17 01:06:54.429000 UTC,14000,0
8,2025-05-17 01:07:24.541000 UTC,14000,0
8,2025-05-17 01:07:54.538000 UTC,14000,0
8,2025-05-17 01:08:24.545000 UTC,14000,0
8,2025-05-17 01:08:54.650000 UTC,14000,0
8,2025-05-17 01:09:24.652000 UTC,14000,0
8,2025-05-17 01:09:54.657000 UTC,14000,0
8,2025-05-17 01:10:24.768000 UTC,14000,0
8,2025-05-17 01:10:54.767000 UTC,14000,0
8,2025-05-17 01:11:24.770000 UTC,14000,0
8,2025-05-17 01:11:54.773000 UTC,14000,0
8,2025-05-17 01:12:24.890000 UTC,14000,0
8,2025-05-17 01:12:54.966000 UTC,14000,0
8,2025-05-17 01:13:24.887000 UTC,14000,0
8,2025-05-17 01:13:54.993000 UTC,14000,0
8,2025-05-17 01:14:24.997000 UTC,14000,0
8,2025-05-17 01:14:55.000000 UTC,36000,0
8,2025-05-17 01:15:25.108000 UTC,0,0
8,2025-05-17 01:15:55.110000 UTC,22000,0
8,2025-05-17 01:16:25.114000 UTC,26000,0
8,2025-05-17 01:16:55.225000 UTC,26000,0
8,2025-05-17 01:17:25.227000 UTC,24000,0
8,2025-05-17 01:17:55.227000 UTC,20000,0
8,2025-05-17 01:18:25.236000 UTC,0,0
8,2025-05-17 01:18:55.346000 UTC,22000,0
8,2025-05-17 01:19:25.343000 UTC,12000,0
8,2025-05-17 01:19:55.345000 UTC,30000,0
8,2025-05-17 01:20:25.464000 UTC,0,0
8,2025-05-17 01:20:55.459000 UTC,28000,0
8,2025-05-17 01:21:25.459000 UTC,28000,0
8,2025-05-17 01:21:55.675000 UTC,28000,0
8,2025-05-17 01:22:25.571000 UTC,28000,0
8,2025-05-17 01:22:55.572000 UTC,26000,0
8,2025-05-17 01:23:25.677000 UTC,0,0
8,2025-05-17 01:24:55.690000 UTC,0,0
8,2025-05-17 01:25:25.796000 UTC,0,0
8,2025-05-17 01:25:55.798000 UTC,0,0
8,2025-05-17 01:26:55.907000 UTC,0,0
8,2025-05-17 01:27:25.908000 UTC,0,0
8,2025-05-17 01:28:26.030000 UTC,0,0
8,2025-05-17 01:29:26.025000 UTC,0,0
8,2025-05-17 01:29:56.033000 UTC,0,0
8,2025-05-17 01:30:26.139000 UTC,0,0
8,2025-05-17 01:31:26.145000 UTC,0,0
8,2025-05-17 01:32:56.264000 UTC,0,0
8,2025-05-17 01:33:26.361000 UTC,0,0
8,2025-05-17 01:33:56.365000 UTC,0,0
8,2025-05-17 01:34:56.402000 UTC,0,0
8,2025-05-17 01:35:26.513000 UTC,0,0
8,2025-05-17 01:35:56.486000 UTC,0,0
8,2025-05-17 11:06:21.359000 UTC,0,0
8,2025-05-17 11:06:51.359000 UTC,0,0
8,2025-05-17 11:08:21.476000 UTC,0,0
8,2025-05-17 11:08:51.484000 UTC,0,0
8,2025-05-17 11:09:21.480000 UTC,0,0
8,2025-05-17 11:09:51.586000 UTC,0,0
8,2025-05-17 11:10:21.597000 UTC,0,0
8,2025-05-17 11:11:51.714000 UTC,0,0
8,2025-05-17 11:12:51.715000 UTC,0,0
8,2025-05-17 11:13:21.719000 UTC,0,0
8,2025-05-17 11:13:51.821000 UTC,0,0
8,2025-05-17 11:14:21.830000 UTC,0,0
8,2025-05-17 11:14:51.835000 UTC,0,0
8,2025-05-17 11:15:21.839000 UTC,0,0
8,2025-05-17 11:15:51.940000 UTC,0,0
8,2025-05-17 11:16:21.941000 UTC,0,0
8,2025-05-17 11:16:51.949000 UTC,0,0
8,2025-05-17 11:17:52.055000 UTC,0,0
8,2025-05-17 11:19:22.069000 UTC,0,0
8,2025-05-17 11:19:52.175000 UTC,0,0
8,2025-05-17 11:20:52.182000 UTC,0,0
8,2025-05-17 11:21:22.188000 UTC,0,0
8,2025-05-17 11:21:52.189000 UTC,0,0
8,2025-05-17 11:22:22.190000 UTC,0,0
8,2025-05-17 11:23:22.303000 UTC,0,0
8,2025-05-17 11:23:52.306000 UTC,0,0
8,2025-05-17 11:24:22.326000 UTC,0,0
8,2025-05-17 11:24:52.416000 UTC,0,0
8,2025-05-17 11:26:22.632000 UTC,0,0
8,2025-05-17 11:26:52.533000 UTC,0,0
8,2025-05-17 11:27:22.537000 UTC,30000,0
8,2025-05-17 11:27:52.542000 UTC,32000,0
8,2025-05-17 11:28:22.650000 UTC,0,0
8,2025-05-17 11:28:52.653000 UTC,32000,0
8,2025-05-17 11:29:22.654000 UTC,24000,0
8,2025-05-17 11:29:52.658000 UTC,24000,0
8,2025-05-17 11:30:22.763000 UTC,18000,0
8,2025-05-17 11:30:52.765000 UTC,30000,0
8,2025-05-17 11:31:22.774000 UTC,34000,0
8,2025-05-17 11:31:52.880000 UTC,34000,0
8,2025-05-17 11:32:22.880000 UTC,36000,0
8,2025-05-17 11:32:52.884000 UTC,0,0
8,2025-05-17 11:33:22.888000 UTC,20000,0
8,2025-05-17 11:33:52.994000 UTC,34000,0
8,2025-05-17 11:34:23.002000 UTC,14000,0
8,2025-05-17 11:34:53.012000 UTC,14000,0
8,2025-05-17 11:35:23.107000 UTC,14000,0
8,2025-05-17 11:35:53.115000 UTC,14000,0
8,2025-05-17 11:36:23.114000 UTC,14000,0
8,2025-05-17 11:36:53.119000 UTC,14000,0
8,2025-05-17 11:37:23.226000 UTC,14000,0
8,2025-05-17 11:37:53.230000 UTC,14000,0
8,2025-05-17 11:38:23.229000 UTC,14000,0
8,2025-05-17 11:38:53.237000 UTC,14000,0
8,2025-05-17 11:39:23.342000 UTC,14000,0
8,2025-05-17 11:39:53.351000 UTC,14000,0
8,2025-05-17 11:40:23.349000 UTC,14000,0
8,2025-05-17 11:40:53.664000 UTC,14000,0
8,2025-05-17 11:41:23.461000 UTC,0,0
8,2025-05-17 11:41:53.462000 UTC,28000,0
8,2025-05-17 11:42:23.473000 UTC,36000,0
8,2025-05-17 11:42:53.572000 UTC,0,0
8,2025-05-17 11:43:23.575000 UTC,20000,0
8,2025-05-17 11:43:53.579000 UTC,34000,0
8,2025-05-17 11:44:23.685000 UTC,14000,0
8,2025-05-17 11:44:53.688000 UTC,14000,0
8,2025-05-17 11:45:23.694000 UTC,14000,0
8,2025-05-17 11:45:53.700000 UTC,14000,0
8,2025-05-17 11:46:23.803000 UTC,14000,0
8,2025-05-17 11:46:53.803000 UTC,14000,0
8,2025-05-17 11:47:23.811000 UTC,14000,0
8,2025-05-17 11:47:53.816000 UTC,14000,0
8,2025-05-17 11:48:23.920000 UTC,14000,0
8,2025-05-17 11:48:53.927000 UTC,14000,0
8,2025-05-17 11:49:23.926000 UTC,14000,0
8,2025-05-17 11:49:54.222000 UTC,14000,0
8,2025-05-17 11:50:24.036000 UTC,14000,0
8,2025-05-17 11:50:54.037000 UTC,14000,0
8,2025-05-17 11:51:24.042000 UTC,14000,0
8,2025-05-17 11:51:54.150000 UTC,14000,0
8,2025-05-17 11:52:24.154000 UTC,14000,0
8,2025-05-17 11:52:54.164000 UTC,14000,100
8,2025-05-17 11:53:24.162000 UTC,14000,100
8,2025-05-17 11:53:54.268000 UTC,14000,100
8,2025-05-17 11:54:24.271000 UTC,14000,100
8,2025-05-17 11:54:54.274000 UTC,14000,100
8,2025-05-17 11:55:24.380000 UTC,14000,100
8,2025-05-17 11:55:54.384000 UTC,14000,100
8,2025-05-17 11:56:24.387000 UTC,14000,100
8,2025-05-17 11:56:54.392000 UTC,14000,100
8,2025-05-17 11:57:24.499000 UTC,14000,100
8,2025-05-17 11:57:54.502000 UTC,14000,100
8,2025-05-17 11:58:24.510000 UTC,14000,100
8,2025-05-17 11:58:54.610000 UTC,14000,100
